isn_dob_bis_viol,boro,bin,block,lot,issue_date,violation_type_code,violation_number,house_number,street,device_number,description,number,violation_category,violation_type,disposition_date,disposition_comments
20935,1,1000816,23.0,50.0,19881014,E,1391F-2,65,EXCHANGE PLACE,1P23525,(51)   PROPERTY TAG GOVENOR AFTER 5YEARS SAFTY TEST,V*101488E1391F-2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891229.0,271-82
23794,1,1000816,23.0,50.0,19881014,E,1391F/04,65,EXCHANGE PLACE,1P23527,(51) PROPERLY TAG GOVENER AFTER 5YR TEST,V*101488E1391F/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891229.0,271-82
23792,1,1000816,23.0,50.0,19881014,E,1391F/05,65,EXCHANGE PLACE,1P23528,(51) PROERLY TAG GOVERNOR AFTER 5YR SAFTEY TEST,V*101488E1391F/05,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891229.0,271-82
23790,1,1000816,23.0,50.0,19881014,E,1391F/06,65,EXCHANGE PLACE,1P23529,(51) PROPERLY TAG GOVERNOR AFTER 5YR SAFTEY TEST,V*101488E1391F/06,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891229.0,271-82
23796,1,1000816,23.0,50.0,19881014,E,1391F/3,65,EXCHANGE PLACE,1P23526,(51) PROPERLY TAG GOVERNOR AFTER 5YR SAFTEY TEST,V*101488E1391F/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891229.0,271-82
31706,1,1000816,23.0,50.0,19881017,E,1391F/1,65,EXCHANGE PLACE,1P23530,51-PROPERLY TAG GOV AFTER 5YR SAFETY TEST,V*101788E1391F/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890801.0,271-82
31705,1,1000816,23.0,50.0,19881017,E,1391F/2,65,EXCHANGE PLACE,1P23531,51-PROPERLY TAG GOV AFTER 5YR SAFETY TEST,V*101788E1391F/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890801.0,271-82
31704,1,1000816,23.0,50.0,19881017,E,1391F/3,65,EXCHANGE PLACE,1P23532,51-PORPERLY TAG GOV AFTER 5YR SAFETY TEST,V*101788E1391F/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890801.0,271-82
31708,1,1000816,23.0,50.0,19881017,E,1391F/4,65,EXCHANGE PLACE,1P23533,51-PROPERLY TAG GOV AFTER 5YR SAFETY TEST,V*101788E1391F/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890801.0,271-82
31707,1,1000816,23.0,50.0,19881017,E,1391F/5,65,EXCHANGE PLACE,1P23534,51-PROPERLY TAG GOV AFTER 5YR SAFETY TEST,V*101788E1391F/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890801.0,271-82
25375,1,1000816,23.0,50.0,19881018,E,1391F\2,65,EXCHANGE PLACE,1P23536,(51)PROPERLY TAG GOVERNOR AFTER 5 YR SAFETY TEST,V*101888E1391F\2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890801.0,271-82
25325,1,1000816,23.0,50.0,19881018,E,1391F\3,65,EXCHANGE PLACE,1P28103,(51)PROPERLY TAG GOVERNOR AFTER 5 YR SAFETY TEST,V*101888E1391F\3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890801.0,271-82
25373,1,1000816,23.0,50.0,19881018,E,1391F\4,65,EXCHANGE PLACE,1F46,(51)PROPERLY TAG GOVERNOR AFTER 5 YR SAFETY TEST,V*101888E1391F\4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890801.0,271-82
31967,1,1000817,24.0,1.0,19881202,E,1383A-01,54,BROAD ST,1P25364,,V*120288E1383A-01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881202.0,
31968,1,1000817,24.0,1.0,19881202,E,1383A-02,54,BROAD ST,1P25365,,V*120288E1383A-02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881202.0,
31970,1,1000817,24.0,1.0,19881202,E,1383A-03,54,BROAD ST,1P25366,,V*120288E1383A-03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900403.0,82-75
31972,1,1000817,24.0,1.0,19881202,E,1383A-04,54,BROAD ST,1P25367,,V*120288E1383A-04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900403.0,82-75
25033,1,1000818,24.0,19.0,19881121,E,117101/01,42,NEW ST,1P255,(16)REPLACE STRIPED ALLEN SCREW IN CERTIFICATE FRAME                            & PROVIDE ORGINAL CERT SO IT CAN BE SIGNED BY THIS DEPT,V*112188E117101/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910402.0,
25337,1,1000820,24.0,36.0,19881205,E,1383A/03,46,BROAD ST,1P165,,V*120588E1383A/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890717.0,
39645,1,1000822,25.0,7.0,19881212,E,1383A/03,43,BROAD ST,1P11752,(18) PROVIDE DOOR TO CAR STATION PANEL. (44) PROVIDE HALL BUTTON,V*121288E1383A/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900129.0,041-74
39637,1,1000822,25.0,7.0,19881212,E,1383A/04,43,BROAD ST,1P11751,(51) PROVIDE A PARKING DEVICE,V*121288E1383A/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900129.0,041-74
39598,1,1000822,25.0,7.0,19881212,E,1383A/4,43,BROAD ST,1P11751,(18)PROVIDE DOOR ON CAR BUTTON PANEL,V*121288E1383A/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900129.0,041-74
39596,1,1000822,25.0,7.0,19881212,E,1383A/2,43,BROAD ST,1P11753,51-PROVIDE A PARKING DEVICE,V*121288E1383A/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19930719.0,
3947,1,1000825,25.0,27.0,19880708,E,144935/7,27,WILLIAM ST,1P285,(51)PROVIDE TAG INDICATING 5 YR. TEST.(52)RESTORE PHOTO EYE                     SYSTEM.(53)PROVIDE CABLE GUARD,V*070888E144935/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890614.0,257-81
1097,1,1000825,25.0,27.0,19880708,E,144935/4,27,WILLIAM ST,1P182,(51)PROVIDE TAGS INDICATING 5 YRS. TEST. (52)RESTORE PHOTO                      ELEV. SYSTEM. (53) CLEAN SECNDARY & REMOVE ALL OLD EQUIPMENT                    (54) PROVIDE MOTOR ROOM LIGHT,V*070888E144935/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19920121.0,257-81 EBN 2758-88
243,1,1000825,25.0,27.0,19880708,E,144935\01,27,WILLIAM ST,1P279,(51)RENEW 13TH FLOOR DOWN HALL BUTTON                                           .....(52)RESTORE MOTOR ROOM GEN. ROOM FAN TO PROPER WORKING ORDER AND           .....PROVIDE PROTECTIVE GUARDS FOR SAME (53)PROVIDE CABLE GUARDS                .....(54)RESTORE PHOTO EYE SYSTEM. (55)TAG GOVENOR INDICATING 5YRS              .....TEST. (56)LABLE ALL MOTER ROOM EQUIPT,V*070888E144935\01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890614.0,257-81
212,1,1000825,25.0,27.0,19880708,E,144935\03,27,WILLIAM ST,1P281,(51)PROVIDE TAG INDICATING 5YRS TEST                                            .....(52)PROVIDE CABLE GUARD                                                    .....(53)RESTORE PHOTO-EYE SYSTEM,V*070888E144935\03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890614.0,257-81
222,1,1000825,25.0,27.0,19880708,E,144935\06,27,WILLIAM ST,1P284,(51)RESTORE TO SERVICE SO A COMPLETE INSPECTION CAN BE MADE                     .....BY THIS DEPARTMENT OR FILE WITH THIS DEPARTMENT AND OBTAIN                 .....A PEMIT DTO PROPERLY DISMANTLE OR REMOVE SAME,V*070888E144935\06,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890815.0,
8112,1,1000826,26.0,21.0,19880822,E,144934/7,45,WALL STREET,1P24270,PROVIDE ALL DUST COVERS IN ALL FLOORS,V*082288E144934/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890302.0,111-75
4878,1,1000826,26.0,21.0,19880822,E,144934/9,45,WALL STREET,1P24272,PROVIDE ALL DUST COVERS FOR ALL FLOORS,V*082288E144934/9,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890302.0,111-75
4844,1,1000826,26.0,21.0,19880822,E,144934/1,45,WALL STREET,1P24264,(51) REPLACE ALL DUST COVERS ALL FLOORS,V*082288E144934/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890510.0,056-74
4860,1,1000826,26.0,21.0,19880822,E,144934/2,45,WALL STREET,1P24265,REPLACE ALL DUST COVERS ALL FLOORS,V*082288E144934/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890510.0,056-74
4859,1,1000826,26.0,21.0,19880822,E,144934/3,45,WALL STREET,1P24266,PROVIDE DUST COVERS FOR ALL FLOORS,V*082288E144934/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890510.0,056-74
4853,1,1000826,26.0,21.0,19880822,E,144934/4,45,WALL STREET,1P24267,PROVIDE ALL DUST COVERS FOR ALL FLOORS,V*082288E144934/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890510.0,056-74
4850,1,1000826,26.0,21.0,19880822,E,144934/5,45,WALL STREET,1P24268,PROVIDE ALL DUST COVERS FOR ALL FLOORS,V*082288E144934/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890717.0,
4849,1,1000826,26.0,21.0,19880822,E,144934/6,45,WALL STREET,1P24269,REPLACE ALL DUST COVERS ALL FLOOR,V*082288E144934/6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890717.0,
8111,1,1000826,26.0,21.0,19880822,E,144934/8,45,WALL STREET,1P24271,REPLACE ALL DUST COVERS FOR ALL FLOORS,V*082288E144934/8,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890717.0,
4879,1,1000826,26.0,21.0,19880823,E,144934/7,45,WALL STREET,1F5032,PROVIDE PROTECTIVE GRILL AROUND CAB LIGHT,V*082388E144934/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881205.0,111-75
4886,1,1000826,26.0,21.0,19880823,E,144934/1,45,WALL STREET,1P24273,PROVIDE DUST COVERS FOR ALL FLOORS,V*082388E144934/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890302.0,111-75
4884,1,1000826,26.0,21.0,19880823,E,144934/3,45,WALL STREET,1P24275,(51) PROVIDE LIGHTS TO SECONDARY LEVEL. (52)PROVIDE DUST COVERS                 ALL FLOORS,V*082388E144934/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890302.0,111-75
4883,1,1000826,26.0,21.0,19880823,E,144934/4,45,WALL STREET,1P24276,PROVIDE COVERS FOR ALL FLOORS (DUST),V*082388E144934/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890302.0,111-75
4885,1,1000826,26.0,21.0,19880823,E,144934/2,45,WALL STREET,1P24274,PROVIDE DUST COVERS FOR ALL FLOORS,V*082388E144934/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890801.0,
4882,1,1000826,26.0,21.0,19880823,E,144934/5,45,WALL STREET,1P24277,(51) PROVIDE DUST COVERS FOR ALL FLOORS,V*082388E144934/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891208.0,111-75
4880,1,1000826,26.0,21.0,19880823,E,144934/6,45,WALL STREET,1P24316,(51) COVERS FOR ALL ELECTRICAL PANEL BOXES IN MOTOR ROOM MUST BE                REPLACES (52) CEASE PRACTICE OF USING MOTOR ROOM FOR STORAGE AREA               (53) CLEAN OIL FROM DRIP PAN UNDER PUMP,V*082388E144934/6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900615.0,111-75
38755,1,1000826,26.0,21.0,19880123,E,14493406,45,WALL STREET,,,V*012388E14493406,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890405.0,
53218,1,1000827,27.0,1.0,19881222,E,144924/04,55,WALL ST,1P331,(51) PROVIDE PROPER CLEARNCE BETWEEN COUNTERWIGHT AND                           BUFFER STAND (52) REMOVE OLD GENERATOR AND EQUIPTMENT,V*122288E144924/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891016.0,111-75
53228,1,1000827,27.0,1.0,19881222,E,144924/05,55,WALL ST,1P330,(51) REMOVE ALD GENERATOR AND EQUIPTMENT FROM OLD GENERATOR                     ROOM (52) PROVIDE COVERS FOR GOVERNORS (53) PROVIDE 5 YR METAL                  TAG ON GOVERNOR,V*122288E144924/05,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891016.0,111-75
53225,1,1000827,27.0,1.0,19881222,E,144924/02,55,WALL ST,1P333,(15) SECURE TOP EXIT COVER (51) PROVIDE CAPACITY PLATE (52)                     RESTORE SERVICE TO PERMINAL LANDING 9TH FLOOR,V*122288E144924/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900129.0,111-75
27762,1,1000827,27.0,1.0,19881223,E,144924/01,55,WALL ST,1P323,(15)SECURE (51)PROVIDE CAPACITY PLATE,V*122388E144924/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890912.0,111-75
53230,1,1000827,27.0,7501.0,19881222,E,144924/01,55,WALL ST,1S42,,V*122288E144924/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890912.0,111-75
53229,1,1000827,27.0,7501.0,19881222,E,144924/03,55,WALL ST,1P332,(51) REMOVE OLD GENERATOR AND EQUIPTMENT FROM BASEMENT                          (52) PROVIDE COVERS FOR GOVERNOR,V*122288E144924/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891016.0,111-75
27704,1,1000827,27.0,7501.0,19881223,E,144924/02,55,WALL ST,1P324,(15)SECURE (51) PROVIDE CAPACITY PLATE,V*122388E144924/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890912.0,111-75
23721,1,1000828,27.0,9.0,19881201,E,144934/01,59,WALL ST,1P17216,RESTORE PHOTO EYE SYSTEM ON DOOR TO PROPER WORKING ORDER,V*120188E144934/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890412.0,111-75
23749,1,1000828,27.0,9.0,19881201,E,144934/04,59,WALL ST,1P11498,,V*120188E144934/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890421.0,111-75
23717,1,1000828,27.0,9.0,19881201,E,144934/02,59,WALL ST,1P17217,,V*120188E144934/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891004.0,111-75
23746,1,1000828,27.0,9.0,19881201,E,144934/03,59,WALL ST,1P17218,,V*120188E144934/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900215.0,111-75
34465,1,1000828,27.0,9.0,19881202,E,144934/1,59,WALL ST,1P17222,,V*120288E144934/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890412.0,111-75
34492,1,1000828,27.0,9.0,19881202,E,144934/2,59,WALL ST,1P17221,51-RESTORE ELEV TO SERVICE SO A COMPLETE INSPECTION CAN BE                      MADE BY THIS DEPT,V*120288E144934/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891004.0,111-75
26627,1,1000829,27.0,17.0,19881203,E,144934\02,67,WALL ST,1P11844,(51)PROVIDE PAEKING DEVICE 1 ST FLOOR,V*120388E144934\02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900216.0,
26632,1,1000829,27.0,17.0,19881203,E,144934\01,67,WALL ST,1P28545,(47)LIGHT (51)PROPERLY SECURE SMOKE HOLE GRATING IN MOTOR ROOM,V*120388E144934\01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910816.0,
26936,1,1000830,27.0,27.0,19881101,E,14731-1,16,EXCHANGE PLACE,1P18844,(51)  PROVIDE PARKING DEVICE ON GR FLOOR,V*110188E14731-1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910219.0,
26934,1,1000830,27.0,27.0,19881101,E,14731-3,16,EXCHANGE PLACE,1P18861,(51) PROVIDE PARKING DEVICE ON FLOOR WHERE CAR IS NORMALLY PARKED,V*110188E14731-3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910418.0,111-75
30053,1,1000830,27.0,27.0,19881102,E,1473,16,EXCHANGE PLACE,1P18860,,V*110288E1473,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900221.0,
33365,1,1000830,27.0,27.0,19881103,E,14731/1,16,EXCHANGE PLACE,1P18849,21-PROVIDE PROPER CLEANCE COUNTER WEIGHT PIT,V*110388E14731/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900220.0,
26927,1,1000830,27.0,7502.0,19881101,E,14731-2,16,EXCHANGE PLACE,1P18860,(51)  PROVIDE PARKING DEVICE ON FLOOR WHERE CAR IS NOMALLY PARKED,V*110188E14731-2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910418.0,111-75
26509,1,1000830,27.0,7502.0,19881102,E,147301/03,16,EXCHANGE PLACE,1P25733,(47) REMOVE ALL STORAGE AND AL ITEMS NOT PERTAINING TO ELEVATOR,V*110288E147301/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900129.0,111-75
26506,1,1000830,27.0,7502.0,19881102,E,147301/01,16,EXCHANGE PLACE,1P18862,,V*110288E147301/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900221.0,
40102,1,1000831,28.0,1.0,19880503,C,A3H02,2,WILLIAM STREET,,,V*050388CA3H02,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,19890425.0,
38207,1,1000835,28.0,17.0,19880110,E,147313,82,BEAVER STREET,,,V*011088E147313,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890329.0,
23723,1,1000841,29.0,33.0,19881129,E,144935/04,1,HANOVER SQ,1P240,PROVIDE CAPACITY PLATE 52)RESTORE PARKING DEVICE TO PROPER                      WORKING ORDER,V*112988E144935/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890706.0,
27397,1,1000842,29.0,43.0,19881209,E,132222/02,9,SOUTH WILLIAM S,1P13936,,V*120988E132222/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19930723.0,
